concept,style,color_0,count_0,color_1,count_1,color_2,count_2,color_3,count_3,color_4,count_4,color_dominant,method
brown_wood,photo,"[78, 41, 27]",13605,"[186, 103, 55]",43383,"[135, 127, 55]",8998,"[208, 111, 40]",10358,"[192, 130, 81]",44990,"[144, 80, 47]"
purple_grape,photo,"[87, 48, 92]",38435,"[113, 75, 182]",27924,"[155, 134, 76]",9216,"[151, 150, 204]",33494,"[175, 193, 42]",6696,"[48, 15, 16]"
purple_orchid,photo,"[120, 31, 39]",14068,"[128, 67, 143]",27521,"[171, 68, 204]",34949,"[158, 154, 41]",3510,"[221, 215, 239]",23572,"[176, 15, 239]"
purple_violet,photo,"[66, 101, 50]",4522,"[120, 82, 193]",20190,"[140, 69, 232]",50723,"[158, 152, 200]",6467,"[176, 197, 57]",1195,"[140, 22, 247]"
purple_lavender,photo,"[69, 100, 63]",19144,"[109, 86, 166]",26025,"[130, 89, 213]",8901,"[126, 160, 88]",20775,"[161, 162, 163]",13708,"[175, 143, 239]"
white_cotton,photo,"[122, 77, 48]",2267,"[71, 79, 218]",40,"[170, 167, 170]",29649,"[176, 169, 150]",12370,"[245, 247, 247]",52495,"[231, 232, 231]"
black_coal,photo,"[21, 23, 37]",16353,"[46, 36, 164]",24,"[67, 74, 84]",63258,"[106, 117, 128]",29584,"[137, 162, 90]",17,"[48, 47, 47]"
black_olive,photo,"[14, 12, 12]",55795,"[81, 80, 84]",13286,"[144, 117, 53]",404,"[139, 140, 143]",7661,"[209, 211, 212]",6625,"[48, 47, 47]"
black_obsidian,photo,"[21, 24, 38]",5952,"[108, 63, 183]",10,"[91, 95, 102]",10733,"[144, 146, 71]",27,"[182, 188, 197]",4601,"[48, 47, 47]"
white_rice,photo,"[112, 71, 238]",14,"[174, 135, 84]",12068,"[178, 162, 153]",39987,"[213, 190, 153]",24990,"[206, 206, 223]",15595,"[208, 208, 208]"
white_eggshell,photo,"[96, 93, 90]",7355,"[167, 43, 248]",4,"[221, 130, 113]",22,"[164, 162, 160]",21023,"[235, 234, 217]",1346,"[208, 208, 208]"
purple_amethyst,photo,"[118, 45, 184]",6879,"[115, 62, 159]",10660,"[125, 106, 122]",6293,"[172, 133, 197]",10553,"[199, 188, 200]",7701,"[53, 12, 99]"
black_crow,photo,"[52, 60, 30]",3584,"[45, 59, 98]",11557,"[57, 76, 152]",5124,"[128, 153, 57]",730,"[136, 147, 173]",9674,"[13, 24, 40]"
black_raven,photo,"[52, 59, 32]",2103,"[57, 68, 93]",16299,"[55, 73, 131]",10473,"[134, 158, 69]",429,"[144, 154, 183]",8153,"[13, 24, 39]"
white_snow,photo,"[42, 123, 234]",199,"[108, 148, 205]",15011,"[186, 189, 206]",60841,"[176, 202, 237]",90307,"[213, 219, 219]",79965,"[209, 219, 235]"
white_bone,photo,"[100, 59, 220]",29,"[139, 122, 98]",3732,"[169, 139, 83]",3295,"[199, 183, 150]",15794,"[240, 234, 234]",5830,"[240, 240, 208]"
purple_eggplant,photo,"[101, 29, 123]",15935,"[98, 52, 99]",28408,"[139, 32, 211]",3934,"[150, 162, 94]",14872,"[185, 180, 197]",29447,"[47, 16, 47]"
black_licorice,photo,"[83, 52, 41]",2418,"[116, 20, 155]",6,"[80, 76, 80]",17006,"[121, 122, 128]",10849,"[153, 115, 69]",453,"[48, 47, 47]"
black_ink,photo,"[7, 8, 248]",1,"[100, 99, 100]",4704,"[143, 152, 52]",16,"[176, 174, 175]",2668,"[236, 236, 237]",3428,"[48, 47, 47]"
black_leather,photo,"[8, 8, 9]",75510,"[7, 8, 248]",1,"[85, 84, 85]",26026,"[125, 122, 124]",6275,"[164, 163, 164]",1701,"[40, 40, 39]"
white_ivory,photo,"[211, 208, 176]",8233,"[220, 206, 190]",23524,"[240, 224, 224]",41099,"[234, 234, 234]",81316,"[248, 247, 80]",4,"[231, 231, 215]"
white_milk,photo,"[114, 82, 231]",8,"[248, 8, 8]",1,"[135, 123, 101]",4652,"[180, 176, 161]",13835,"[244, 244, 245]",25791,"[231, 231, 232]"
purple_cabbage,photo,"[87, 33, 111]",52583,"[140, 59, 183]",42568,"[121, 121, 92]",3425,"[171, 132, 210]",36537,"[202, 193, 224]",25352,"[47, 16, 47]"
purple_iris,photo,"[47, 20, 125]",14419,"[152, 106, 62]",9084,"[181, 129, 232]",18094,"[166, 179, 48]",9089,"[200, 177, 213]",14717,"[80, 16, 240]"
grey_ash,photo,"[99, 95, 94]",4967,"[120, 120, 119]",19022,"[183, 168, 184]",7743,"[184, 184, 184]",12772,"[8, 247, 8]",1,"[154, 154, 153]"
grey_dolphin,photo,"[32, 56, 68]",8153,"[58, 123, 148]",5293,"[129, 125, 147]",13426,"[196, 190, 206]",12594,"[8, 247, 8]",1,"[83, 83, 99]"
grey_mink,photo,"[59, 49, 47]",36738,"[85, 72, 45]",29559,"[140, 133, 135]",49907,"[144, 135, 86]",9329,"[186, 189, 211]",31503,"[208, 208, 208]"
grey_wolf,photo,"[93, 79, 43]",25102,"[94, 104, 138]",15747,"[133, 124, 117]",27939,"[183, 133, 72]",8377,"[212, 189, 163]",21695,"[176, 175, 176]"
grey_carbon,photo,"[49, 52, 68]",24436,"[103, 107, 124]",44112,"[109, 118, 118]",63355,"[141, 147, 163]",22152,"[152, 161, 161]",16945,"[80, 80, 80]"
grey_dove,photo,"[53, 51, 58]",9602,"[115, 98, 132]",4066,"[114, 110, 118]",13165,"[160, 156, 180]",8597,"[197, 194, 200]",7084,"[80, 80, 80]"
grey_cloud,photo,"[23, 42, 77]",4812,"[75, 86, 108]",30369,"[157, 163, 176]",34193,"[198, 200, 204]",25407,"[235, 233, 230]",8166,"[107, 117, 133]"
grey_mouse,photo,"[113, 73, 52]",19739,"[90, 89, 101]",23117,"[189, 89, 39]",8366,"[204, 157, 91]",12534,"[218, 205, 203]",29111,"[176, 182, 198]"
concept,style,color_0,count_0,color_1,count_1,color_2,count_2,color_3,count_3,color_4,count_4,color_dominant
buttercup,clipart,"[85, 52, 248]",22,"[89, 177, 66]",3568,"[247, 163, 14]",1939,"[247, 187, 18]",1957,"[231, 233, 219]",668,"[248, 215, 11]"
bluebell,clipart,"[65, 74, 242]",1690,"[49, 121, 55]",1191,"[85, 152, 44]",1547,"[103, 171, 25]",984,"[143, 173, 239]",1166,"[79, 112, 240]"
anthracite,clipart,"[47, 6, 120]",5,"[52, 53, 53]",10922,"[137, 9, 10]",5,"[117, 117, 118]",1909,"[196, 197, 199]",361,"[79, 79, 79]"
berry,clipart,"[142, 33, 147]",78,"[162, 47, 74]",5108,"[235, 35, 81]",5610,"[75, 137, 57]",3550,"[122, 182, 48]",5580,"[215, 22, 100]"
ash,clipart,"[95, 57, 39]",538,"[108, 110, 79]",1671,"[247, 8, 7]",3,"[62, 168, 73]",2138,"[137, 249, 5]",6,"[19, 108, 60]"
begonia,clipart,"[166, 36, 55]",1853,"[63, 122, 28]",2252,"[241, 31, 75]",2664,"[111, 180, 30]",1112,"[239, 198, 144]",1187,"[224, 20, 78]"
argon,clipart,"[12, 12, 11]",4718,"[249, 45, 52]",6,"[197, 94, 190]",8,"[7, 248, 8]",1,"[225, 224, 224]",1310,"[58, 58, 58]"
boysenberry,clipart,"[128, 32, 64]",10303,"[137, 29, 80]",11510,"[183, 113, 140]",3362,"[107, 155, 43]",1951,"[7, 248, 8]",4,"[79, 16, 48]"
almond,clipart,"[9, 9, 194]",5,"[128, 69, 46]",3979,"[170, 95, 55]",5081,"[231, 167, 103]",1384,"[248, 245, 98]",6,"[199, 117, 68]"
butternut,clipart,"[108, 0, 248]",9,"[63, 106, 40]",2108,"[95, 136, 21]",2013,"[244, 114, 12]",4441,"[247, 190, 14]",2507,"[240, 144, 15]"
bone,clipart,"[90, 81, 104]",419,"[109, 43, 221]",5,"[58, 127, 65]",119,"[238, 78, 65]",11,"[162, 166, 173]",851,"[230, 232, 231]"
banana,clipart,"[93, 48, 21]",2998,"[49, 34, 236]",35,"[71, 187, 137]",242,"[170, 179, 48]",3668,"[233, 164, 19]",4100,"[246, 213, 68]"
azure,clipart,"[7, 8, 248]",9,"[249, 39, 27]",8,"[24, 142, 206]",9378,"[25, 137, 244]",12813,"[239, 243, 245]",7079,"[16, 176, 239]"
bile,clipart,"[166, 26, 248]",8,"[82, 185, 93]",3513,"[246, 228, 43]",3016,"[205, 236, 222]",1237,"[233, 237, 237]",1108,"[80, 207, 48]"
canary,clipart,"[80, 52, 215]",83,"[123, 88, 57]",5476,"[222, 97, 41]",4828,"[225, 167, 29]",7916,"[246, 248, 12]",4348,"[248, 215, 9]"
bleach,clipart,"[86, 81, 83]",368,"[152, 67, 56]",184,"[205, 54, 30]",172,"[159, 154, 151]",633,"[183, 175, 54]",82,"[208, 208, 208]"
candy_apple,clipart,"[138, 18, 178]",38,"[169, 69, 48]",6052,"[222, 163, 53]",1495,"[140, 198, 38]",1960,"[246, 219, 194]",2687,"[248, 8, 7]"
acorn,clipart,"[96, 57, 35]",11638,"[8, 7, 247]",3,"[85, 119, 54]",3259,"[117, 165, 55]",3770,"[7, 248, 8]",4,"[146, 90, 42]"
butter,clipart,"[153, 60, 248]",12,"[243, 152, 37]",1188,"[247, 216, 70]",13799,"[247, 233, 126]",14060,"[247, 237, 171]",4831,"[239, 176, 15]"
blood_orange,clipart,"[103, 0, 248]",5,"[243, 124, 92]",2396,"[248, 164, 49]",2145,"[7, 248, 8]",5,"[244, 224, 174]",3513,"[248, 54, 8]"
barley,clipart,"[142, 86, 246]",35,"[82, 156, 35]",1933,"[211, 139, 37]",1961,"[137, 186, 24]",2937,"[224, 218, 181]",1803,"[247, 189, 21]"
blossom,clipart,"[247, 89, 147]",109,"[104, 164, 66]",259,"[245, 223, 142]",593,"[243, 244, 225]",2839,"[243, 244, 244]",5072,"[247, 217, 11]"
butterscotch,clipart,"[52, 40, 221]",5,"[176, 95, 36]",8025,"[215, 131, 39]",9731,"[247, 205, 89]",1616,"[245, 216, 137]",1977,"[239, 176, 79]"
bluebird,clipart,"[31, 66, 118]",3570,"[217, 112, 62]",1810,"[78, 182, 242]",9428,"[240, 185, 37]",309,"[194, 200, 205]",2874,"[15, 144, 240]"
aquamarine,clipart,"[101, 74, 216]",15,"[248, 8, 8]",14,"[57, 191, 196]",21512,"[138, 233, 113]",30,"[236, 244, 245]",1706,"[112, 239, 239]"
beet,clipart,"[183, 38, 94]",1728,"[164, 55, 230]",31,"[101, 138, 54]",8301,"[132, 178, 59]",13488,"[143, 194, 44]",6722,"[162, 12, 77]"
cardinal,clipart,"[79, 26, 28]",4829,"[147, 37, 39]",12953,"[187, 24, 22]",6601,"[134, 129, 119]",1258,"[217, 166, 63]",729,"[232, 45, 47]"
avocado,clipart,"[113, 58, 37]",4602,"[55, 83, 35]",16212,"[156, 94, 54]",11471,"[120, 159, 58]",17030,"[223, 212, 127]",3409,"[203, 219, 126]"
baby_poop,clipart,"[54, 24, 16]",7243,"[99, 48, 25]",9800,"[7, 8, 248]",1,"[230, 225, 223]",1035,"[169, 249, 5]",2,"[152, 88, 56]"
camel,clipart,"[69, 31, 205]",9,"[135, 77, 49]",16145,"[224, 52, 62]",429,"[145, 152, 113]",756,"[242, 179, 110]",3905,"[221, 140, 77]"
biscuit,clipart,"[9, 9, 181]",2,"[171, 88, 48]",17150,"[102, 154, 135]",638,"[224, 141, 72]",22416,"[222, 169, 228]",1925,"[248, 206, 126]"
carnelian,clipart,"[160, 0, 228]",7,"[196, 38, 10]",7672,"[187, 61, 36]",5572,"[239, 152, 120]",3221,"[245, 211, 194]",3246,"[248, 53, 7]"
bistre,clipart,"[209, 53, 42]",548,"[190, 121, 60]",750,"[108, 156, 71]",85,"[144, 203, 55]",76,"[160, 205, 190]",743,"[247, 244, 195]"
blush_wine,clipart,"[131, 46, 58]",1753,"[207, 66, 84]",1643,"[227, 161, 66]",924,"[236, 200, 205]",2532,"[242, 234, 232]",1197,"[247, 121, 121]"
cardboard,clipart,"[135, 89, 55]",11624,"[88, 74, 248]",2,"[227, 173, 107]",10105,"[227, 179, 132]",5467,"[235, 235, 35]",12,"[183, 118, 70]"
battleship,clipart,"[40, 42, 172]",34,"[124, 44, 49]",1216,"[201, 48, 47]",1693,"[57, 121, 150]",1687,"[127, 135, 144]",9058,"[78, 78, 94]"
cedar,clipart,"[82, 64, 134]",12,"[130, 67, 38]",4624,"[60, 104, 49]",8519,"[203, 34, 248]",7,"[16, 247, 44]",12,"[80, 143, 47]"
cadet,clipart,"[40, 82, 140]",5899,"[86, 20, 241]",21,"[222, 165, 134]",7501,"[230, 174, 48]",1865,"[192, 192, 194]",1925,"[25, 54, 105]"
bumblebee,clipart,"[60, 54, 46]",4857,"[43, 81, 163]",198,"[138, 104, 35]",2494,"[152, 151, 152]",2577,"[232, 234, 231]",5475,"[240, 207, 15]"
cabernet,clipart,"[22, 16, 27]",3273,"[155, 23, 56]",2902,"[67, 110, 39]",276,"[135, 119, 124]",1085,"[230, 225, 216]",2519,"[221, 10, 45]"
alabaster,clipart,"[147, 0, 248]",5,"[182, 152, 116]",4455,"[229, 210, 173]",29334,"[215, 245, 99]",43,"[244, 240, 240]",5690,"[245, 234, 219]"
byzantium,clipart,"[101, 129, 152]",2130,"[173, 111, 74]",1607,"[245, 74, 44]",1049,"[219, 152, 54]",1839,"[229, 203, 147]",7404,"[240, 239, 208]"
caramel,clipart,"[7, 8, 248]",2,"[119, 58, 27]",8233,"[199, 119, 48]",11483,"[228, 167, 71]",5397,"[241, 221, 192]",2738,"[175, 80, 15]"
buckskin,clipart,"[77, 52, 45]",10089,"[7, 8, 248]",2,"[130, 75, 51]",13218,"[143, 159, 53]",149,"[226, 198, 171]",3059,"[182, 104, 72]"
apple_blossom,clipart,"[131, 70, 40]",2118,"[238, 97, 143]",2955,"[166, 169, 73]",2694,"[77, 223, 50]",21,"[239, 225, 226]",5964,"[247, 214, 229]"
blueberry,clipart,"[25, 19, 155]",14,"[70, 88, 137]",1956,"[110, 129, 50]",129,"[248, 8, 8]",1,"[132, 148, 178]",1035,"[49, 54, 102]"
beer,clipart,"[92, 54, 181]",24,"[233, 134, 20]",4306,"[151, 199, 218]",3953,"[209, 206, 204]",8578,"[246, 242, 206]",20026,"[248, 185, 13]"
brownie,clipart,"[66, 26, 22]",5371,"[89, 40, 25]",12552,"[248, 26, 20]",10,"[186, 110, 65]",3075,"[238, 210, 153]",355,"[144, 80, 48]"
arsenic,clipart,"[212, 83, 57]",142,"[76, 137, 211]",812,"[79, 163, 78]",2295,"[240, 162, 31]",380,"[90, 207, 212]",3109,"[208, 240, 239]"
bacon,clipart,"[7, 8, 248]",2,"[204, 114, 88]",4906,"[235, 178, 134]",4934,"[245, 216, 174]",4083,"[207, 249, 89]",9,"[180, 54, 39]"
amaranth,clipart,"[117, 63, 188]",58,"[187, 42, 74]",3891,"[81, 138, 33]",12485,"[173, 146, 121]",2283,"[90, 245, 14]",45,"[111, 176, 15]"
bread,clipart,"[7, 8, 248]",1,"[161, 85, 43]",10670,"[59, 118, 70]",858,"[211, 125, 58]",15248,"[248, 247, 25]",54,"[243, 175, 94]"
canvas,clipart,"[154, 66, 248]",3,"[248, 92, 80]",662,"[94, 186, 188]",3630,"[227, 198, 64]",472,"[240, 243, 244]",24252,"[248, 247, 215]"
cauliflower,clipart,"[24, 60, 33]",4220,"[62, 103, 45]",11068,"[96, 139, 53]",14489,"[230, 204, 139]",8588,"[37, 243, 28]",14,"[158, 189, 75]"
autumn,clipart,"[112, 53, 33]",5136,"[99, 56, 187]",6,"[222, 94, 29]",11475,"[199, 169, 70]",2936,"[243, 234, 190]",957,"[240, 144, 15]"
adobe,clipart,"[19, 66, 49]",837,"[159, 77, 49]",1046,"[246, 112, 52]",3377,"[228, 230, 229]",5950,"[248, 247, 248]",5344,"[39, 39, 39]"
baby_boy,clipart,"[109, 57, 42]",14909,"[57, 121, 191]",7736,"[228, 131, 97]",7268,"[142, 192, 218]",14032,"[243, 196, 102]",3170,"[239, 208, 175]"
cake,clipart,"[119, 51, 30]",10839,"[151, 81, 182]",15,"[229, 69, 74]",9135,"[215, 147, 101]",4829,"[237, 217, 143]",6303,"[247, 245, 196]"
broccoli,clipart,"[39, 79, 37]",19971,"[143, 59, 169]",5,"[69, 118, 45]",25631,"[154, 190, 57]",13867,"[7, 248, 8]",10,"[103, 153, 50]"
cement,clipart,"[9, 9, 214]",4,"[88, 88, 103]",6313,"[102, 103, 103]",18094,"[203, 204, 204]",8081,"[248, 247, 8]",1,"[144, 144, 144]"
aloe,clipart,"[104, 39, 236]",12,"[59, 111, 50]",6098,"[197, 77, 43]",799,"[229, 68, 25]",377,"[113, 183, 29]",3560,"[83, 142, 66]"
brownstone,clipart,"[96, 16, 127]",11,"[115, 79, 67]",35221,"[89, 121, 53]",1631,"[103, 160, 164]",22668,"[199, 149, 112]",11503,"[176, 111, 80]"
beetroot,clipart,"[122, 13, 62]",14088,"[97, 30, 214]",20,"[101, 136, 44]",4398,"[147, 189, 51]",4552,"[51, 241, 28]",13,"[176, 15, 80]"
buttermilk,clipart,"[212, 72, 48]",421,"[88, 131, 184]",829,"[242, 208, 137]",13956,"[233, 233, 228]",10387,"[241, 237, 201]",12415,"[247, 238, 191]"
blue_bonnet,clipart,"[85, 7, 248]",44,"[56, 118, 242]",2465,"[47, 174, 40]",2755,"[108, 157, 225]",1027,"[125, 190, 31]",1358,"[63, 149, 42]"
apple,clipart,"[136, 27, 176]",21,"[203, 59, 61]",3080,"[93, 164, 52]",1269,"[82, 210, 46]",464,"[244, 232, 210]",2967,"[248, 18, 7]"
blood,clipart,"[101, 30, 167]",24,"[190, 16, 22]",11396,"[183, 51, 54]",6463,"[89, 173, 8]",7,"[236, 217, 218]",3946,"[240, 15, 16]"
butternut_squash,clipart,"[69, 105, 29]",3068,"[121, 38, 239]",7,"[247, 102, 9]",5696,"[238, 176, 35]",1212,"[220, 207, 183]",223,"[248, 154, 8]"
baby_barf,clipart,"[210, 128, 110]",7454,"[97, 181, 221]",449,"[243, 170, 56]",474,"[71, 248, 64]",6,"[240, 238, 230]",1981,"[239, 208, 175]"
bordeaux,clipart,"[156, 41, 67]",2059,"[215, 31, 51]",1619,"[195, 134, 152]",2909,"[218, 166, 68]",146,"[234, 222, 213]",3172,"[112, 15, 47]"
brass,clipart,"[38, 27, 243]",32,"[130, 100, 54]",9415,"[210, 180, 114]",7107,"[204, 192, 170]",1789,"[234, 217, 158]",3940,"[176, 144, 79]"
bloodstain,clipart,"[143, 40, 204]",38,"[248, 15, 13]",7116,"[194, 95, 98]",4467,"[243, 41, 45]",2653,"[196, 204, 202]",1366,"[207, 16, 15]"
beach_sand,clipart,"[240, 91, 76]",14,"[86, 195, 216]",1092,"[122, 219, 217]",777,"[246, 229, 187]",357,"[234, 242, 236]",1439,"[247, 214, 166]"
beryl,clipart,"[25, 115, 100]",11939,"[231, 8, 8]",8,"[207, 69, 207]",2,"[79, 221, 208]",8392,"[163, 223, 217]",3019,"[15, 175, 143]"
carnation,clipart,"[206, 29, 57]",4059,"[209, 34, 86]",9316,"[187, 135, 146]",392,"[238, 114, 69]",495,"[243, 185, 61]",282,"[230, 50, 98]"
asparagus,clipart,"[48, 61, 20]",3126,"[117, 70, 196]",21,"[134, 130, 58]",2562,"[129, 168, 28]",15005,"[159, 172, 61]",9108,"[79, 112, 15]"
carrot,clipart,"[153, 28, 248]",31,"[56, 127, 78]",5483,"[213, 83, 33]",1350,"[80, 155, 59]",11473,"[113, 188, 48]",7019,"[245, 115, 40]"
azalea,clipart,"[222, 55, 100]",1480,"[214, 106, 83]",414,"[233, 85, 152]",760,"[124, 176, 45]",102,"[242, 184, 68]",369,"[240, 112, 143]"
bole,clipart,"[52, 42, 184]",8,"[122, 72, 53]",270,"[38, 184, 144]",120,"[247, 177, 35]",1367,"[246, 242, 229]",647,"[246, 213, 87]"
brick_house,clipart,"[7, 8, 248]",2,"[149, 82, 58]",17490,"[124, 160, 65]",889,"[100, 172, 183]",10518,"[187, 165, 147]",9526,"[221, 107, 57]"
basil,clipart,"[55, 31, 163]",18,"[30, 80, 16]",4134,"[64, 128, 12]",16890,"[247, 8, 248]",2,"[147, 208, 34]",3112,"[111, 176, 15]"
bermuda,clipart,"[114, 85, 75]",1980,"[149, 70, 35]",1973,"[31, 89, 185]",62,"[70, 140, 177]",926,"[232, 210, 154]",1215,"[246, 245, 229]"
bay_leaf,clipart,"[54, 55, 67]",343,"[174, 43, 214]",8,"[81, 124, 26]",6279,"[117, 168, 29]",15783,"[220, 182, 118]",877,"[80, 143, 47]"
cadmium,clipart,"[134, 0, 248]",3,"[241, 65, 45]",418,"[47, 134, 231]",105,"[247, 113, 25]",656,"[247, 243, 240]",2630,"[247, 210, 73]"
bisque,clipart,"[243, 129, 20]",1455,"[221, 177, 127]",3204,"[7, 248, 8]",3,"[245, 238, 219]",8100,"[238, 238, 239]",8814,"[246, 185, 108]"
apricot,clipart,"[76, 25, 248]",12,"[65, 122, 32]",875,"[247, 94, 17]",6100,"[245, 178, 49]",6138,"[226, 219, 205]",331,"[240, 144, 15]"
celery,clipart,"[36, 83, 15]",3035,"[89, 1, 248]",15,"[55, 115, 15]",6090,"[137, 115, 221]",28,"[201, 218, 130]",6218,"[88, 152, 8]"
buttercream,clipart,"[185, 51, 50]",4206,"[187, 101, 240]",10,"[208, 132, 130]",2301,"[219, 187, 108]",14539,"[234, 194, 67]",7490,"[247, 237, 190]"
baby_shit,clipart,"[125, 69, 43]",4928,"[100, 90, 248]",3,"[238, 162, 132]",4236,"[243, 203, 105]",510,"[212, 223, 224]",987,"[247, 216, 183]"
cantaloupe,clipart,"[123, 51, 212]",6,"[87, 128, 50]",12036,"[246, 172, 49]",10285,"[234, 196, 106]",12267,"[35, 235, 23]",30,"[240, 144, 47]"
blush,clipart,"[248, 27, 20]",19,"[195, 71, 248]",11,"[180, 210, 138]",36,"[238, 207, 209]",4686,"[246, 238, 237]",11219,"[240, 175, 175]"
carbon,clipart,"[78, 77, 78]",3856,"[135, 80, 25]",29,"[166, 167, 167]",1108,"[7, 248, 8]",2,"[242, 242, 242]",2569,"[56, 57, 56]"
acorn_squash,clipart,"[68, 87, 48]",12539,"[125, 66, 32]",1906,"[95, 25, 225]",12,"[242, 118, 14]",2401,"[246, 187, 38]",15554,"[247, 152, 8]"
bark,clipart,"[40, 9, 145]",9,"[85, 56, 39]",17205,"[79, 114, 55]",2509,"[168, 109, 67]",10200,"[160, 242, 43]",19,"[134, 87, 53]"
alfalfa,clipart,"[59, 41, 219]",19,"[74, 147, 27]",9521,"[242, 97, 245]",45,"[137, 177, 98]",2591,"[149, 207, 35]",2435,"[111, 176, 15]"
cactus,clipart,"[96, 53, 204]",76,"[65, 103, 49]",5872,"[224, 81, 91]",422,"[134, 178, 36]",12321,"[179, 165, 82]",920,"[102, 151, 26]"
birch,clipart,"[58, 34, 203]",9,"[99, 139, 57]",2745,"[139, 186, 66]",1425,"[117, 202, 171]",7714,"[56, 231, 201]",6635,"[244, 242, 226]"
brownies,clipart,"[65, 33, 22]",6605,"[91, 42, 30]",17622,"[131, 134, 24]",27,"[189, 118, 70]",3823,"[229, 210, 181]",296,"[144, 80, 48]"
byzantine,clipart,"[23, 28, 46]",2658,"[37, 29, 155]",6,"[81, 70, 43]",1155,"[9, 128, 192]",765,"[182, 149, 67]",1389,"[248, 183, 52]"
cardboard_box,clipart,"[73, 61, 210]",7,"[155, 104, 71]",11134,"[187, 139, 91]",16157,"[160, 153, 150]",136,"[248, 246, 93]",17,"[239, 176, 111]"
candy,clipart,"[220, 78, 77]",4956,"[190, 95, 207]",921,"[131, 143, 200]",885,"[119, 191, 67]",3309,"[241, 229, 201]",5339,"[248, 211, 17]"
army,clipart,"[53, 53, 42]",22597,"[75, 29, 162]",69,"[128, 93, 69]",2971,"[207, 141, 100]",2434,"[221, 241, 93]",34,"[79, 80, 47]"
blackberry,clipart,"[83, 86, 98]",22977,"[150, 58, 169]",410,"[57, 161, 96]",69,"[74, 183, 241]",1991,"[195, 197, 200]",3685,"[47, 48, 47]"
bruise,clipart,"[90, 33, 50]",1212,"[179, 76, 91]",964,"[247, 8, 7]",6,"[237, 178, 165]",1101,"[197, 249, 63]",3,"[240, 112, 111]"
cappuccino,clipart,"[7, 8, 248]",1,"[181, 99, 30]",3220,"[227, 153, 74]",2664,"[234, 199, 156]",2592,"[247, 245, 87]",32,"[230, 232, 231]"
bamboo,clipart,"[49, 42, 215]",23,"[68, 109, 35]",12320,"[230, 109, 231]",52,"[165, 168, 101]",11477,"[68, 248, 10]",50,"[100, 145, 24]"
amethyst,clipart,"[140, 77, 217]",6604,"[150, 104, 204]",8529,"[195, 163, 226]",4378,"[7, 248, 8]",1,"[230, 221, 237]",1846,"[79, 48, 144]"
calamine_lotion,clipart,"[224, 38, 79]",356,"[206, 85, 248]",10,"[240, 109, 137]",1386,"[236, 193, 204]",4313,"[241, 238, 240]",8573,"[247, 151, 167]"
chamois,clipart,"[71, 45, 33]",7240,"[60, 41, 157]",31,"[130, 64, 34]",8444,"[125, 151, 39]",180,"[209, 177, 140]",6466,"[175, 80, 48]"
artichoke,clipart,"[52, 25, 182]",13,"[73, 100, 40]",26061,"[133, 182, 46]",6114,"[155, 182, 52]",14844,"[206, 208, 202]",1115,"[112, 144, 47]"
champagne,clipart,"[88, 74, 248]",4,"[58, 154, 17]",2012,"[224, 124, 38]",2000,"[244, 185, 55]",9545,"[216, 194, 134]",3556,"[20, 90, 9]"
asphalt,clipart,"[9, 9, 161]",14,"[105, 103, 103]",32762,"[203, 9, 203]",6,"[124, 124, 121]",14248,"[190, 160, 60]",94,"[79, 79, 79]"
autumn_leaf,clipart,"[87, 20, 175]",27,"[133, 54, 22]",3371,"[213, 74, 17]",3841,"[245, 160, 14]",4540,"[246, 187, 26]",2305,"[247, 122, 8]"
bronze,clipart,"[124, 0, 191]",7,"[143, 78, 18]",4073,"[148, 91, 55]",13039,"[199, 155, 108]",6204,"[211, 194, 183]",1712,"[111, 79, 47]"
cayenne,clipart,"[52, 55, 64]",12986,"[101, 42, 44]",5053,"[166, 52, 50]",5716,"[158, 154, 156]",5174,"[104, 169, 184]",2986,"[240, 47, 48]"
buff,clipart,"[105, 50, 47]",8156,"[85, 50, 197]",34,"[53, 90, 115]",6125,"[227, 94, 73]",5417,"[216, 193, 168]",2714,"[240, 175, 144]"
algae,clipart,"[44, 51, 127]",371,"[50, 13, 231]",103,"[49, 114, 70]",11722,"[155, 212, 45]",10101,"[190, 220, 197]",3427,"[112, 175, 48]"
baby_food,clipart,"[226, 85, 73]",3078,"[228, 138, 52]",15718,"[87, 189, 219]",1133,"[222, 198, 88]",2542,"[238, 233, 224]",10758,"[247, 182, 58]"
cheddar,clipart,"[126, 24, 239]",15,"[239, 104, 15]",3303,"[248, 210, 56]",10397,"[247, 212, 91]",5463,"[234, 224, 145]",461,"[239, 176, 15]"
cherry,clipart,"[168, 34, 56]",9153,"[47, 101, 45]",3799,"[247, 8, 39]",1434,"[90, 161, 44]",7333,"[217, 203, 203]",1926,"[207, 16, 48]"
chardonnay,clipart,"[61, 67, 20]",7623,"[73, 41, 203]",9,"[140, 150, 30]",10028,"[238, 182, 44]",2922,"[225, 221, 201]",8409,"[101, 117, 11]"
claret,clipart,"[153, 91, 110]",3950,"[96, 140, 76]",606,"[145, 168, 179]",2886,"[249, 223, 57]",11,"[228, 222, 220]",7279,"[112, 15, 47]"
cherry_wood,clipart,"[58, 105, 44]",3009,"[220, 16, 40]",3905,"[218, 43, 72]",2512,"[103, 163, 50]",3858,"[116, 181, 170]",1373,"[193, 17, 47]"
compost,clipart,"[7, 8, 248]",1,"[129, 72, 55]",1384,"[123, 85, 52]",3569,"[123, 162, 47]",79,"[103, 191, 55]",14,"[91, 43, 23]"
